Variable,Value
"x[1,6,g4dn.4xlarge,eu-south-1,3]",1.0
"x[1,6,g4dn.4xlarge,eu-south-1,4]",1.0
"x[1,6,g4dn.4xlarge,eu-south-1,5]",1.0
"x[1,6,g4dn.4xlarge,eu-south-1,6]",1.0
"x[1,7,g4dn.4xlarge,eu-south-1,1]",1.0
"x[1,7,g4dn.4xlarge,eu-south-1,2]",1.0
"x[1,7,g4dn.4xlarge,eu-south-1,3]",1.0
"x[1,7,g4dn.4xlarge,eu-south-1,4]",1.0
"x[1,7,g4dn.4xlarge,eu-south-1,5]",1.0
"x[1,7,g4dn.4xlarge,eu-south-1,6]",1.0
"x[1,8,t4g.small,eu-south-1,1]",1.0
"x[1,8,t4g.small,eu-south-1,2]",1.0
"x[1,9,g4dn.4xlarge,eu-south-1,1]",1.0
"x[1,9,g4dn.4xlarge,eu-south-1,2]",1.0
"x[1,9,g4dn.4xlarge,eu-south-1,3]",1.0
"x[1,10,g4dn.4xlarge,eu-south-1,1]",1.0
"x[1,10,g4dn.4xlarge,eu-south-1,2]",1.0
"x[1,10,g4dn.4xlarge,eu-south-1,3]",1.0
"x[1,10,g4dn.4xlarge,eu-south-1,4]",1.0
"x[1,11,g4dn.4xlarge,eu-south-1,1]",1.0
"x[1,11,g4dn.4xlarge,eu-south-1,2]",1.0
"x[1,11,g4dn.4xlarge,eu-south-1,3]",1.0
"x[1,11,g4dn.4xlarge,eu-south-1,4]",1.0
"x[1,11,g4dn.4xlarge,eu-south-1,5]",1.0
"x[1,11,g4dn.4xlarge,eu-south-1,6]",1.0
"x[1,12,g4dn.4xlarge,eu-south-1,1]",1.0
"x[1,12,g4dn.4xlarge,eu-south-1,2]",1.0
"x[1,12,g4dn.4xlarge,eu-south-1,3]",1.0
"x[1,12,g4dn.4xlarge,eu-south-1,4]",1.0
"x[1,13,t4g.small,eu-south-1,1]",1.0
"x[1,13,t4g.small,eu-south-1,2]",1.0
"x[1,13,t4g.small,eu-south-1,3]",1.0
"x[1,13,t4g.small,eu-south-1,4]",1.0
"x[1,13,t4g.small,eu-south-1,5]",1.0
"x[1,14,g4dn.4xlarge,eu-south-1,1]",1.0
"x[1,14,g4dn.4xlarge,eu-south-1,2]",1.0
"x[1,14,g4dn.4xlarge,eu-south-1,3]",1.0
"x[1,14,g4dn.4xlarge,eu-south-1,4]",1.0
"x[1,15,g4dn.4xlarge,eu-south-1,1]",1.0
"x[1,15,g4dn.4xlarge,eu-south-1,2]",1.0
"x[1,15,g4dn.4xlarge,eu-south-1,3]",1.0
"x[1,15,g4dn.4xlarge,eu-south-1,4]",1.0
"x[1,16,t4g.small,eu-south-1,1]",1.0
"x[1,16,t4g.small,eu-south-1,2]",1.0
"x[1,17,g4dn.4xlarge,eu-south-1,1]",1.0
"x[1,17,g4dn.4xlarge,eu-south-1,2]",1.0
"x[1,18,g4dn.4xlarge,eu-west-2,1]",1.0
"x[1,19,g4dn.4xlarge,eu-south-1,1]",1.0
"x[1,19,g4dn.4xlarge,eu-south-1,2]",1.0
"x[1,20,t4g.small,eu-south-1,1]",1.0
"x[1,20,t4g.small,eu-south-1,2]",1.0
"x[1,21,g4dn.4xlarge,eu-south-1,1]",1.0
"x[1,21,g4dn.4xlarge,eu-south-1,2]",1.0
"x[1,22,g4dn.4xlarge,eu-south-1,1]",1.0
"x[1,22,g4dn.4xlarge,eu-south-1,2]",1.0
"x[1,22,g4dn.4xlarge,eu-south-1,3]",1.0
"x[1,22,g4dn.4xlarge,eu-south-1,4]",1.0
"x[1,23,t4g.small,eu-south-1,1]",1.0
"x[1,23,t4g.small,eu-south-1,2]",1.0
"x[1,23,t4g.small,eu-south-1,3]",1.0
"x[1,23,t4g.small,eu-south-1,4]",1.0
"x[1,23,t4g.small,eu-south-1,5]",1.0
"x[1,24,t4g.small,eu-south-1,1]",1.0
"x[1,24,t4g.small,eu-south-1,2]",1.0
"x[1,24,t4g.small,eu-south-1,3]",1.0
"x[1,24,t4g.small,eu-south-1,4]",1.0
"x[1,24,t4g.small,eu-south-1,5]",1.0
"x[1,25,g4dn.4xlarge,ap-northeast-3,1]",1.0
"x[1,26,t4g.small,eu-south-1,1]",1.0
"x[1,26,t4g.small,eu-south-1,2]",1.0
"x[1,26,t4g.small,eu-south-1,3]",1.0
"x[1,26,t4g.small,eu-south-1,4]",1.0
"x[1,26,t4g.small,eu-south-1,5]",1.0
"x[1,27,g4dn.4xlarge,eu-south-1,1]",1.0
"x[1,27,g4dn.4xlarge,eu-south-1,2]",1.0
"x[1,27,g4dn.4xlarge,eu-south-1,3]",1.0
"x[1,27,g4dn.4xlarge,eu-south-1,4]",1.0
"x[1,28,g4dn.4xlarge,eu-south-1,1]",1.0
"x[1,28,g4dn.4xlarge,eu-south-1,2]",1.0
"x[1,28,g4dn.4xlarge,eu-south-1,3]",1.0
"x[1,29,g4dn.4xlarge,eu-south-1,1]",1.0
"x[1,29,g4dn.4xlarge,eu-south-1,2]",1.0
"x[1,29,g4dn.4xlarge,eu-south-1,3]",1.0
"x[1,29,g4dn.4xlarge,eu-south-1,4]",1.0
"x[1,29,g4dn.4xlarge,eu-south-1,5]",1.0
"x[1,30,g4dn.4xlarge,eu-south-1,1]",1.0
"x[1,30,g4dn.4xlarge,eu-south-1,2]",1.0
"x[1,30,g4dn.4xlarge,eu-south-1,3]",1.0
"x[1,31,g4dn.4xlarge,eu-south-1,1]",1.0
"x[1,31,g4dn.4xlarge,eu-south-1,2]",1.0
"x[1,31,g4dn.4xlarge,eu-south-1,3]",1.0
"x[1,31,g4dn.4xlarge,eu-south-1,4]",1.0
"x[1,31,g4dn.4xlarge,eu-south-1,5]",1.0
"x[1,31,g4dn.4xlarge,eu-south-1,6]",1.0
"x[1,32,g4dn.4xlarge,eu-south-1,1]",1.0
"x[1,32,g4dn.4xlarge,eu-south-1,2]",1.0
"x[1,33,g4dn.4xlarge,eu-south-1,1]",1.0
"x[1,33,g4dn.4xlarge,eu-south-1,2]",1.0
"x[1,33,g4dn.4xlarge,eu-south-1,3]",1.0
"x[1,33,g4dn.4xlarge,eu-south-1,4]",1.0
"x[1,34,t4g.small,eu-south-1,1]",1.0
"x[1,34,t4g.small,eu-south-1,2]",1.0
"x[1,34,t4g.small,eu-south-1,3]",1.0
"x[1,34,t4g.small,eu-south-1,4]",1.0
"x[1,34,t4g.small,eu-south-1,5]",1.0
"x[1,34,t4g.small,eu-south-1,6]",1.0
"x[1,35,g4dn.4xlarge,eu-south-1,1]",1.0
"x[1,35,g4dn.4xlarge,eu-south-1,2]",1.0
"x[1,35,g4dn.4xlarge,eu-south-1,3]",1.0
"x[1,35,g4dn.4xlarge,eu-south-1,4]",1.0
"x[1,35,g4dn.4xlarge,eu-south-1,5]",1.0
"x[1,36,g4dn.4xlarge,eu-south-1,1]",1.0
"x[1,36,g4dn.4xlarge,eu-south-1,2]",1.0
"x[1,36,g4dn.4xlarge,eu-south-1,3]",1.0
"x[1,36,g4dn.4xlarge,eu-south-1,4]",1.0
"x[1,36,g4dn.4xlarge,eu-south-1,5]",1.0
"x[1,36,g4dn.4xlarge,eu-south-1,6]",1.0
"x[1,37,g4dn.4xlarge,eu-south-1,1]",1.0
"x[1,37,g4dn.4xlarge,eu-south-1,2]",1.0
"x[1,37,g4dn.4xlarge,eu-south-1,3]",1.0
"x[1,38,t4g.small,eu-south-1,1]",1.0
"x[1,38,t4g.small,eu-south-1,2]",1.0
"x[1,38,t4g.small,eu-south-1,3]",1.0
"x[1,39,t4g.small,eu-south-1,1]",1.0
"x[1,40,g4dn.4xlarge,eu-south-1,1]",1.0
"x[1,40,g4dn.4xlarge,eu-south-1,2]",1.0
"x[1,40,g4dn.4xlarge,eu-south-1,3]",1.0
"x[1,40,g4dn.4xlarge,eu-south-1,4]",1.0
"x[1,41,g4dn.4xlarge,eu-south-1,1]",1.0
"x[1,41,g4dn.4xlarge,eu-south-1,2]",1.0
"x[1,42,g4dn.4xlarge,eu-south-1,1]",1.0
"x[1,42,g4dn.4xlarge,eu-south-1,2]",1.0
"x[1,42,g4dn.4xlarge,eu-south-1,3]",1.0
"x[1,42,g4dn.4xlarge,eu-south-1,4]",1.0
"x[1,43,g4dn.4xlarge,eu-south-1,1]",1.0
"x[1,43,g4dn.4xlarge,eu-south-1,2]",1.0
"x[1,43,g4dn.4xlarge,eu-south-1,3]",1.0
"x[1,43,g4dn.4xlarge,eu-south-1,4]",1.0
"x[1,43,g4dn.4xlarge,eu-south-1,5]",1.0
"x[1,44,g4dn.4xlarge,eu-south-1,1]",1.0
"x[1,44,g4dn.4xlarge,eu-south-1,2]",1.0
"x[1,45,t4g.small,eu-south-1,1]",1.0
"x[1,45,t4g.small,eu-south-1,2]",1.0
"x[1,45,t4g.small,eu-south-1,3]",1.0
"x[1,45,t4g.small,eu-south-1,4]",1.0
"x[1,45,t4g.small,eu-south-1,5]",1.0
"x[1,46,g4dn.4xlarge,eu-south-1,1]",1.0
"x[1,46,g4dn.4xlarge,eu-south-1,2]",1.0
"x[1,46,g4dn.4xlarge,eu-south-1,3]",1.0
"x[1,46,g4dn.4xlarge,eu-south-1,4]",1.0
"x[1,47,g4dn.4xlarge,eu-south-1,1]",1.0
"x[1,47,g4dn.4xlarge,eu-south-1,2]",1.0
"x[1,48,g4dn.4xlarge,eu-south-1,1]",1.0
"x[1,48,g4dn.4xlarge,eu-south-1,2]",1.0
"x[1,49,g4dn.4xlarge,eu-south-1,1]",1.0
"x[1,49,g4dn.4xlarge,eu-south-1,2]",1.0
"x[1,49,g4dn.4xlarge,eu-south-1,3]",1.0
"x[1,49,g4dn.4xlarge,eu-south-1,4]",1.0
"x[1,50,g4dn.4xlarge,eu-south-1,1]",1.0
"x[1,51,g4dn.4xlarge,eu-south-1,1]",1.0
"x[1,51,g4dn.4xlarge,eu-south-1,2]",1.0
"x[1,51,g4dn.4xlarge,eu-south-1,3]",1.0
"x[1,51,g4dn.4xlarge,eu-south-1,4]",1.0
"x[1,51,g4dn.4xlarge,eu-south-1,5]",1.0
"x[1,52,g4dn.4xlarge,eu-south-1,1]",1.0
"x[1,52,g4dn.4xlarge,eu-south-1,2]",1.0
"x[1,52,g4dn.4xlarge,eu-south-1,3]",1.0
"x[1,52,g4dn.4xlarge,eu-south-1,4]",1.0
"x[1,52,g4dn.4xlarge,eu-south-1,5]",1.0
"x[1,53,g4dn.4xlarge,eu-south-1,1]",1.0
"x[1,53,g4dn.4xlarge,eu-south-1,2]",1.0
"x[1,53,g4dn.4xlarge,eu-south-1,3]",1.0
"x[1,53,g4dn.4xlarge,eu-south-1,4]",1.0
"x[1,53,g4dn.4xlarge,eu-south-1,5]",1.0
"x[1,53,g4dn.4xlarge,eu-south-1,6]",1.0
"x[1,54,g4dn.4xlarge,eu-south-1,1]",1.0
"x[1,54,g4dn.4xlarge,eu-south-1,2]",1.0
"x[1,54,g4dn.4xlarge,eu-south-1,3]",1.0
"x[1,54,g4dn.4xlarge,eu-south-1,4]",1.0
"x[1,54,g4dn.4xlarge,eu-south-1,5]",1.0
"x[1,55,g4dn.4xlarge,eu-south-1,1]",1.0
"x[1,55,g4dn.4xlarge,eu-south-1,2]",1.0
"x[1,55,g4dn.4xlarge,eu-south-1,3]",1.0
"x[1,55,g4dn.4xlarge,eu-south-1,4]",1.0
"x[1,55,g4dn.4xlarge,eu-south-1,5]",1.0
"x[1,56,g4dn.4xlarge,eu-south-1,1]",1.0
"x[1,56,g4dn.4xlarge,eu-south-1,2]",1.0
"x[1,56,g4dn.4xlarge,eu-south-1,3]",1.0
"x[1,56,g4dn.4xlarge,eu-south-1,4]",1.0
"x[1,57,g4dn.4xlarge,eu-south-1,1]",1.0
"x[1,57,g4dn.4xlarge,eu-south-1,2]",1.0
"x[1,58,g4dn.4xlarge,eu-south-1,1]",1.0
"x[1,58,g4dn.4xlarge,eu-south-1,2]",1.0
"x[1,58,g4dn.4xlarge,eu-south-1,3]",1.0
"x[1,58,g4dn.4xlarge,eu-south-1,4]",1.0
"x[1,58,g4dn.4xlarge,eu-south-1,5]",1.0
"x[1,58,g4dn.4xlarge,eu-south-1,6]",1.0
"x[1,59,t4g.small,eu-south-1,1]",1.0
"x[1,59,t4g.small,eu-south-1,2]",1.0
"x[1,59,t4g.small,eu-south-1,3]",1.0
"x[1,59,t4g.small,eu-south-1,4]",1.0
"x[1,59,t4g.small,eu-south-1,5]",1.0
"x[1,60,g4dn.4xlarge,eu-south-1,1]",1.0
"x[1,60,g4dn.4xlarge,eu-south-1,2]",1.0
"x[1,60,g4dn.4xlarge,eu-south-1,3]",1.0
"x[1,60,g4dn.4xlarge,eu-south-1,4]",1.0
"x[1,61,g4dn.4xlarge,eu-south-1,1]",1.0
"x[1,61,g4dn.4xlarge,eu-south-1,2]",1.0
"x[1,61,g4dn.4xlarge,eu-south-1,3]",1.0
"x[1,61,g4dn.4xlarge,eu-south-1,4]",1.0
"x[1,62,g4dn.4xlarge,eu-south-1,1]",1.0
"x[1,63,g4dn.4xlarge,eu-south-1,1]",1.0
"x[1,63,g4dn.4xlarge,eu-south-1,2]",1.0
"x[1,63,g4dn.4xlarge,eu-south-1,3]",1.0
"x[1,63,g4dn.4xlarge,eu-south-1,4]",1.0
"x[1,63,g4dn.4xlarge,eu-south-1,5]",1.0
"x[1,63,g4dn.4xlarge,eu-south-1,6]",1.0
"x[1,64,g4dn.4xlarge,eu-south-1,1]",1.0
"x[1,64,g4dn.4xlarge,eu-south-1,2]",1.0
"x[1,64,g4dn.4xlarge,eu-south-1,3]",1.0
"x[1,64,g4dn.4xlarge,eu-south-1,4]",1.0
"x[1,64,g4dn.4xlarge,eu-south-1,5]",1.0
"x[1,64,g4dn.4xlarge,eu-south-1,6]",1.0
"x[1,65,g4dn.4xlarge,eu-south-1,1]",1.0
"x[1,65,g4dn.4xlarge,eu-south-1,2]",1.0
"x[1,65,g4dn.4xlarge,eu-south-1,3]",1.0
"x[1,66,t4g.small,eu-south-1,1]",1.0
"x[1,66,t4g.small,eu-south-1,2]",1.0
"x[1,66,t4g.small,eu-south-1,3]",1.0
"x[1,66,t4g.small,eu-south-1,4]",1.0
"x[1,67,g4dn.4xlarge,eu-south-1,1]",1.0
"x[1,67,g4dn.4xlarge,eu-south-1,2]",1.0
"x[1,67,g4dn.4xlarge,eu-south-1,3]",1.0
"x[1,67,g4dn.4xlarge,eu-south-1,4]",1.0
"x[1,67,g4dn.4xlarge,eu-south-1,5]",1.0
"x[1,68,g4dn.4xlarge,eu-south-1,1]",1.0
"x[1,68,g4dn.4xlarge,eu-south-1,2]",1.0
"x[1,68,g4dn.4xlarge,eu-south-1,3]",1.0
"x[1,69,t4g.small,eu-south-1,1]",1.0
"x[1,69,t4g.small,eu-south-1,2]",1.0
"x[1,70,g4dn.4xlarge,eu-south-1,1]",1.0
"x[1,70,g4dn.4xlarge,eu-south-1,2]",1.0
"x[1,70,g4dn.4xlarge,eu-south-1,3]",1.0
"x[1,70,g4dn.4xlarge,eu-south-1,4]",1.0
"x[1,70,g4dn.4xlarge,eu-south-1,5]",1.0
"x[1,71,t4g.small,eu-south-1,1]",1.0
"x[1,71,t4g.small,eu-south-1,2]",1.0
"x[1,71,t4g.small,eu-south-1,3]",1.0
"x[1,71,t4g.small,eu-south-1,4]",1.0
"x[1,71,t4g.small,eu-south-1,5]",1.0
"x[1,71,t4g.small,eu-south-1,6]",1.0
"x[1,72,g4dn.4xlarge,us-east-1,1]",1.0
"x[1,73,g4dn.4xlarge,eu-south-1,1]",1.0
"x[1,73,g4dn.4xlarge,eu-south-1,2]",1.0
"x[1,74,g4dn.4xlarge,eu-south-1,1]",1.0
"x[1,74,g4dn.4xlarge,eu-south-1,2]",1.0
"x[1,74,g4dn.4xlarge,eu-south-1,3]",1.0
"x[1,74,g4dn.4xlarge,eu-south-1,4]",1.0
"x[1,75,g4dn.4xlarge,eu-south-1,1]",1.0
"x[1,75,g4dn.4xlarge,eu-south-1,2]",1.0
"x[1,75,g4dn.4xlarge,eu-south-1,3]",1.0
"x[1,76,g4dn.4xlarge,eu-south-1,1]",1.0
"x[1,76,g4dn.4xlarge,eu-south-1,2]",1.0
"x[1,76,g4dn.4xlarge,eu-south-1,3]",1.0
"x[1,76,g4dn.4xlarge,eu-south-1,4]",1.0
"x[1,77,g4dn.4xlarge,eu-south-1,1]",1.0
"x[1,77,g4dn.4xlarge,eu-south-1,2]",1.0
"x[1,78,g4dn.4xlarge,eu-south-1,1]",1.0
"x[1,79,g4dn.4xlarge,eu-south-1,1]",1.0
"x[1,79,g4dn.4xlarge,eu-south-1,2]",1.0
"x[1,79,g4dn.4xlarge,eu-south-1,3]",1.0
"x[1,80,g4dn.4xlarge,eu-south-1,1]",1.0
"x[1,80,g4dn.4xlarge,eu-south-1,2]",1.0
"x[1,80,g4dn.4xlarge,eu-south-1,3]",1.0
"x[1,80,g4dn.4xlarge,eu-south-1,4]",1.0
"x[1,80,g4dn.4xlarge,eu-south-1,5]",1.0
"x[1,80,g4dn.4xlarge,eu-south-1,6]",1.0
"x[1,81,g4dn.4xlarge,eu-south-1,1]",1.0
"x[1,81,g4dn.4xlarge,eu-south-1,2]",1.0
"x[1,81,g4dn.4xlarge,eu-south-1,3]",1.0
"x[1,81,g4dn.4xlarge,eu-south-1,4]",1.0
"x[1,81,g4dn.4xlarge,eu-south-1,5]",1.0
"x[1,82,t4g.small,eu-south-1,1]",1.0
"x[1,83,g4dn.4xlarge,eu-south-1,1]",1.0
"x[1,83,g4dn.4xlarge,eu-south-1,2]",1.0
"x[1,83,g4dn.4xlarge,eu-south-1,3]",1.0
"x[1,83,g4dn.4xlarge,eu-south-1,4]",1.0
"x[1,83,g4dn.4xlarge,eu-south-1,5]",1.0
"x[1,83,g4dn.4xlarge,eu-south-1,6]",1.0
"x[1,84,g4dn.4xlarge,eu-south-1,1]",1.0
"x[1,84,g4dn.4xlarge,eu-south-1,2]",1.0
"x[1,85,g4dn.4xlarge,eu-south-1,1]",1.0
"x[1,85,g4dn.4xlarge,eu-south-1,2]",1.0
"x[1,86,t4g.small,eu-south-1,1]",1.0
"x[1,87,g4dn.4xlarge,eu-south-1,1]",1.0
"x[1,87,g4dn.4xlarge,eu-south-1,2]",1.0
"x[1,87,g4dn.4xlarge,eu-south-1,3]",1.0
"x[1,87,g4dn.4xlarge,eu-south-1,4]",1.0
"x[1,88,g4dn.4xlarge,eu-south-1,1]",1.0
"x[1,88,g4dn.4xlarge,eu-south-1,2]",1.0
"x[1,89,g4dn.4xlarge,eu-south-1,1]",1.0
"x[1,89,g4dn.4xlarge,eu-south-1,2]",1.0
"x[1,90,g4dn.4xlarge,eu-south-1,1]",1.0
"x[1,90,g4dn.4xlarge,eu-south-1,2]",1.0
"x[1,90,g4dn.4xlarge,eu-south-1,3]",1.0
"x[1,90,g4dn.4xlarge,eu-south-1,4]",1.0
"x[1,90,g4dn.4xlarge,eu-south-1,5]",1.0
"x[1,90,g4dn.4xlarge,eu-south-1,6]",1.0
"x[1,91,g4dn.4xlarge,eu-south-1,1]",1.0
"x[1,91,g4dn.4xlarge,eu-south-1,2]",1.0
"x[1,92,g4dn.4xlarge,eu-south-1,1]",1.0
"x[1,92,g4dn.4xlarge,eu-south-1,2]",1.0
"x[1,92,g4dn.4xlarge,eu-south-1,3]",1.0
"x[1,92,g4dn.4xlarge,eu-south-1,4]",1.0
"x[1,93,g4dn.4xlarge,eu-west-2,1]",1.0
"x[1,94,g4dn.4xlarge,eu-south-1,1]",1.0
"x[1,94,g4dn.4xlarge,eu-south-1,2]",1.0
"x[1,94,g4dn.4xlarge,eu-south-1,3]",1.0
"x[1,94,g4dn.4xlarge,eu-south-1,4]",1.0
"x[1,95,g4dn.4xlarge,eu-south-1,1]",1.0
"x[1,96,g4dn.4xlarge,eu-south-1,1]",1.0
"x[1,96,g4dn.4xlarge,eu-south-1,2]",1.0
"x[1,96,g4dn.4xlarge,eu-south-1,3]",1.0
"x[1,96,g4dn.4xlarge,eu-south-1,4]",1.0
"x[1,96,g4dn.4xlarge,eu-south-1,5]",1.0
"x[1,96,g4dn.4xlarge,eu-south-1,6]",1.0
"x[1,97,g4dn.4xlarge,eu-south-1,1]",1.0
"x[1,97,g4dn.4xlarge,eu-south-1,2]",1.0
"x[1,97,g4dn.4xlarge,eu-south-1,3]",1.0
"x[1,97,g4dn.4xlarge,eu-south-1,4]",1.0
"x[1,98,t4g.small,eu-south-1,1]",1.0
"x[1,98,t4g.small,eu-south-1,2]",1.0
"x[1,98,t4g.small,eu-south-1,3]",1.0
"x[1,98,t4g.small,eu-south-1,4]",1.0
"x[1,98,t4g.small,eu-south-1,5]",1.0
"x[1,98,t4g.small,eu-south-1,6]",1.0
"x[1,99,g4dn.4xlarge,eu-south-1,1]",1.0
"x[1,99,g4dn.4xlarge,eu-south-1,2]",1.0
"x[1,100,g4dn.4xlarge,eu-south-1,1]",1.0
"x[1,100,g4dn.4xlarge,eu-south-1,2]",1.0
"x[1,100,g4dn.4xlarge,eu-south-1,3]",1.0
"x[1,100,g4dn.4xlarge,eu-south-1,4]",1.0
"x[1,100,g4dn.4xlarge,eu-south-1,5]",1.0
"x[1,100,g4dn.4xlarge,eu-south-1,6]",1.0
"d[1,eu-south-1]",3.0
"d[2,eu-south-1]",1.0
"d[3,eu-south-1]",1.0
"d[4,eu-south-1]",14.0
"d[5,eu-south-1]",1.0
"d[6,eu-south-1]",3.0
"d[7,eu-south-1]",12.0
"d[8,eu-south-1]",16.0
"d[9,eu-south-1]",1.0
"d[10,eu-south-1]",2.0
"d[11,eu-south-1]",8.0
"d[12,eu-south-1]",2.0
"d[13,eu-south-1]",1.0
"d[14,eu-south-1]",2.0
"d[15,eu-south-1]",4.0
"d[16,eu-south-1]",2.0
"d[17,eu-south-1]",10.0
"d[19,eu-south-1]",7.0
"d[20,eu-south-1]",1.0
"d[21,eu-south-1]",124.0
"d[22,eu-south-1]",13.0
"d[23,eu-south-1]",117.0
"d[24,eu-south-1]",1.0
"d[26,eu-south-1]",2.0
"d[27,eu-south-1]",1.0
"d[28,eu-south-1]",2.0
"d[29,eu-south-1]",128.0
"d[30,eu-south-1]",3.0
"d[31,eu-south-1]",4.0
"d[32,eu-south-1]",3.0
"d[33,eu-south-1]",2.0
"d[34,eu-south-1]",2.0
"d[35,eu-south-1]",135.0
"d[36,eu-south-1]",1.0
"d[37,eu-south-1]",3.0
"d[38,eu-south-1]",2.0
"d[39,eu-south-1]",1.0
"d[40,eu-south-1]",16.0
"d[41,eu-south-1]",16.0
"d[42,eu-south-1]",3.0
"d[43,eu-south-1]",1.0
"d[44,eu-south-1]",11.0
"d[45,eu-south-1]",14.0
"d[46,eu-south-1]",127.0
"d[47,eu-south-1]",2.0
"d[48,eu-south-1]",3.0
"d[49,eu-south-1]",2.0
"d[50,eu-south-1]",1.0
"d[51,eu-south-1]",1.0
"d[52,eu-south-1]",3.0
"d[53,eu-south-1]",1.0
"d[54,eu-south-1]",1.0
"d[55,eu-south-1]",18.0
"d[56,eu-south-1]",14.0
"d[57,eu-south-1]",3.0
"d[58,eu-south-1]",1.0
"d[59,eu-south-1]",15.0
"d[60,eu-south-1]",9.0
"d[61,eu-south-1]",3.0
"d[62,eu-south-1]",1.0
"d[63,eu-south-1]",2.0
"d[64,eu-south-1]",180.0
"d[65,eu-south-1]",4.0
"d[66,eu-south-1]",1.0
"d[67,eu-south-1]",138.0
"d[68,eu-south-1]",13.0
"d[69,eu-south-1]",1.0
"d[70,eu-south-1]",2.0
"d[71,eu-south-1]",17.0
"d[73,eu-south-1]",124.0
"d[74,eu-south-1]",1.0
"d[75,eu-south-1]",1.0
"d[76,eu-south-1]",2.0
"d[77,eu-south-1]",2.0
"d[78,eu-south-1]",1.0
"d[79,eu-south-1]",2.0
"d[80,eu-south-1]",9.0
"d[81,eu-south-1]",2.0
"d[82,eu-south-1]",1.0
"d[83,eu-south-1]",2.0
"d[84,eu-south-1]",8.0
"d[85,eu-south-1]",158.0
"d[86,eu-south-1]",1.0
"d[87,eu-south-1]",2.0
"d[88,eu-south-1]",2.0
"d[89,eu-south-1]",4.0
"d[90,eu-south-1]",2.0
"d[91,eu-south-1]",119.0
"d[92,eu-south-1]",2.0
"d[94,eu-south-1]",1.0
"d[95,eu-south-1]",1.0
