Variable,Value
"x[1,4,g4dn.xlarge,ap-south-1,3]",1.0
"x[1,4,g4dn.xlarge,ap-south-1,4]",1.0
"x[1,5,g4dn.xlarge,ap-south-1,1]",1.0
"x[1,5,g4dn.xlarge,ap-south-1,2]",1.0
"x[1,5,g4dn.xlarge,ap-south-1,3]",1.0
"x[1,5,g4dn.xlarge,ap-south-1,4]",1.0
"x[1,5,g4dn.xlarge,ap-south-1,5]",1.0
"x[1,6,g4dn.xlarge,eu-south-1,1]",1.0
"x[1,6,g4dn.xlarge,eu-south-1,2]",1.0
"x[1,6,g4dn.xlarge,eu-south-1,3]",1.0
"x[1,6,g4dn.xlarge,eu-south-1,4]",1.0
"x[1,6,g4dn.xlarge,eu-south-1,5]",1.0
"x[1,7,g4dn.xlarge,ap-northeast-3,1]",1.0
"x[1,7,g4dn.xlarge,ap-northeast-3,2]",1.0
"x[1,8,g4dn.xlarge,us-west-1,1]",1.0
"x[1,8,g4dn.xlarge,us-west-1,2]",1.0
"x[1,8,g4dn.xlarge,us-west-1,3]",1.0
"x[1,9,g4dn.xlarge,us-east-1,1]",1.0
"x[1,9,g4dn.xlarge,us-east-1,2]",1.0
"x[1,9,g4dn.xlarge,us-east-1,3]",1.0
"x[1,9,g4dn.xlarge,us-east-1,4]",1.0
"x[1,9,g4dn.xlarge,us-east-1,5]",1.0
"x[1,10,g4dn.xlarge,eu-west-2,1]",1.0
"x[1,10,g4dn.xlarge,eu-west-2,2]",1.0
"x[1,10,g4dn.xlarge,eu-west-2,3]",1.0
"x[1,11,g4dn.xlarge,ap-northeast-3,1]",1.0
"x[1,11,g4dn.xlarge,ap-northeast-3,2]",1.0
"x[1,11,g4dn.xlarge,ap-northeast-3,3]",1.0
"x[1,12,g4dn.xlarge,ap-northeast-3,1]",1.0
"x[1,12,g4dn.xlarge,ap-northeast-3,2]",1.0
"x[1,12,g4dn.xlarge,ap-northeast-3,3]",1.0
"x[1,12,g4dn.xlarge,ap-northeast-3,4]",1.0
"x[1,13,g4dn.xlarge,us-west-1,1]",1.0
"x[1,13,g4dn.xlarge,us-west-1,2]",1.0
"x[1,13,g4dn.xlarge,us-west-1,3]",1.0
"x[1,13,g4dn.xlarge,us-west-1,4]",1.0
"x[1,13,g4dn.xlarge,us-west-1,5]",1.0
"x[1,14,g4dn.xlarge,us-east-1,1]",1.0
"x[1,14,g4dn.xlarge,us-east-1,2]",1.0
"x[1,14,g4dn.xlarge,us-east-1,3]",1.0
"x[1,14,g4dn.xlarge,us-east-1,4]",1.0
"x[1,14,g4dn.xlarge,us-east-1,5]",1.0
"x[1,15,g4dn.xlarge,eu-west-2,1]",1.0
"x[1,15,g4dn.xlarge,eu-west-2,2]",1.0
"x[1,15,g4dn.xlarge,eu-west-2,3]",1.0
"x[1,15,g4dn.xlarge,eu-west-2,4]",1.0
"x[1,15,g4dn.xlarge,eu-west-2,5]",1.0
"x[1,15,g4dn.xlarge,eu-west-2,6]",1.0
"x[1,16,g4dn.xlarge,us-west-1,1]",1.0
"x[1,17,g4dn.xlarge,ap-south-1,1]",1.0
"x[1,17,g4dn.xlarge,ap-south-1,2]",1.0
"x[1,17,g4dn.xlarge,ap-south-1,3]",1.0
"x[1,18,g4dn.xlarge,us-east-1,1]",1.0
"x[1,18,g4dn.xlarge,us-east-1,2]",1.0
"x[1,18,g4dn.xlarge,us-east-1,3]",1.0
"x[1,19,g4dn.xlarge,ap-northeast-3,1]",1.0
"x[1,20,g4dn.xlarge,eu-west-2,1]",1.0
"x[1,20,g4dn.xlarge,eu-west-2,2]",1.0
"x[1,21,g4dn.xlarge,eu-west-2,1]",1.0
"x[1,21,g4dn.xlarge,eu-west-2,2]",1.0
"x[1,21,g4dn.xlarge,eu-west-2,3]",1.0
"x[1,21,g4dn.xlarge,eu-west-2,4]",1.0
"x[1,21,g4dn.xlarge,eu-west-2,5]",1.0
"x[1,22,g4dn.xlarge,ap-northeast-3,1]",1.0
"x[1,22,g4dn.xlarge,ap-northeast-3,2]",1.0
"x[1,22,g4dn.xlarge,ap-northeast-3,3]",1.0
"x[1,22,g4dn.xlarge,ap-northeast-3,4]",1.0
"x[1,22,g4dn.xlarge,ap-northeast-3,5]",1.0
"x[1,22,g4dn.xlarge,ap-northeast-3,6]",1.0
"x[1,23,g4dn.xlarge,us-west-1,1]",1.0
"x[1,23,g4dn.xlarge,us-west-1,2]",1.0
"x[1,23,g4dn.xlarge,us-west-1,3]",1.0
"x[1,23,g4dn.xlarge,us-west-1,4]",1.0
"x[1,23,g4dn.xlarge,us-west-1,5]",1.0
"x[1,24,g4dn.xlarge,ap-south-1,1]",1.0
"x[1,24,g4dn.xlarge,ap-south-1,2]",1.0
"x[1,24,g4dn.xlarge,ap-south-1,3]",1.0
"x[1,25,g4dn.xlarge,us-west-1,1]",1.0
"x[1,25,g4dn.xlarge,us-west-1,2]",1.0
"x[1,26,g4dn.xlarge,ap-south-1,1]",1.0
"x[1,26,g4dn.xlarge,ap-south-1,2]",1.0
"x[1,26,g4dn.xlarge,ap-south-1,3]",1.0
"x[1,26,g4dn.xlarge,ap-south-1,4]",1.0
"x[1,26,g4dn.xlarge,ap-south-1,5]",1.0
"x[1,26,g4dn.xlarge,ap-south-1,6]",1.0
"x[1,27,g4dn.xlarge,ap-south-1,1]",1.0
"x[1,27,g4dn.xlarge,ap-south-1,2]",1.0
"x[1,27,g4dn.xlarge,ap-south-1,3]",1.0
"x[1,27,g4dn.xlarge,ap-south-1,4]",1.0
"x[1,27,g4dn.xlarge,ap-south-1,5]",1.0
"x[1,28,g4dn.xlarge,eu-west-2,1]",1.0
"x[1,28,g4dn.xlarge,eu-west-2,2]",1.0
"x[1,28,g4dn.xlarge,eu-west-2,3]",1.0
"x[1,28,g4dn.xlarge,eu-west-2,4]",1.0
"x[1,29,g4dn.xlarge,us-west-1,1]",1.0
"x[1,30,g4dn.xlarge,ap-south-1,1]",1.0
"x[1,31,g4dn.xlarge,ap-south-1,1]",1.0
"x[1,31,g4dn.xlarge,ap-south-1,2]",1.0
"x[1,31,g4dn.xlarge,ap-south-1,3]",1.0
"x[1,32,g4dn.xlarge,us-west-1,1]",1.0
"x[1,32,g4dn.xlarge,us-west-1,2]",1.0
"x[1,33,g4dn.xlarge,ap-northeast-3,1]",1.0
"x[1,33,g4dn.xlarge,ap-northeast-3,2]",1.0
"x[1,33,g4dn.xlarge,ap-northeast-3,3]",1.0
"x[1,33,g4dn.xlarge,ap-northeast-3,4]",1.0
"x[1,33,g4dn.xlarge,ap-northeast-3,5]",1.0
"x[1,34,g4dn.xlarge,ap-northeast-3,1]",1.0
"x[1,34,g4dn.xlarge,ap-northeast-3,2]",1.0
"x[1,34,g4dn.xlarge,ap-northeast-3,3]",1.0
"x[1,34,g4dn.xlarge,ap-northeast-3,4]",1.0
"x[1,35,g4dn.xlarge,ap-south-1,1]",1.0
"x[1,35,g4dn.xlarge,ap-south-1,2]",1.0
"x[1,35,g4dn.xlarge,ap-south-1,3]",1.0
"x[1,35,g4dn.xlarge,ap-south-1,4]",1.0
"x[1,35,g4dn.xlarge,ap-south-1,5]",1.0
"x[1,35,g4dn.xlarge,ap-south-1,6]",1.0
"x[1,36,g4dn.xlarge,us-east-1,1]",1.0
"x[1,36,g4dn.xlarge,us-east-1,2]",1.0
"x[1,36,g4dn.xlarge,us-east-1,3]",1.0
"x[1,37,g4dn.xlarge,us-west-1,1]",1.0
"x[1,37,g4dn.xlarge,us-west-1,2]",1.0
"x[1,37,g4dn.xlarge,us-west-1,3]",1.0
"x[1,37,g4dn.xlarge,us-west-1,4]",1.0
"x[1,37,g4dn.xlarge,us-west-1,5]",1.0
"x[1,38,g4dn.xlarge,eu-west-2,1]",1.0
"x[1,38,g4dn.xlarge,eu-west-2,2]",1.0
"x[1,38,g4dn.xlarge,eu-west-2,3]",1.0
"x[1,38,g4dn.xlarge,eu-west-2,4]",1.0
"x[1,38,g4dn.xlarge,eu-west-2,5]",1.0
"x[1,39,g4dn.xlarge,ap-south-1,1]",1.0
"x[1,39,g4dn.xlarge,ap-south-1,2]",1.0
"x[1,39,g4dn.xlarge,ap-south-1,3]",1.0
"x[1,39,g4dn.xlarge,ap-south-1,4]",1.0
"x[1,39,g4dn.xlarge,ap-south-1,5]",1.0
"x[1,40,g4dn.xlarge,us-east-1,1]",1.0
"x[1,40,g4dn.xlarge,us-east-1,2]",1.0
"x[1,40,g4dn.xlarge,us-east-1,3]",1.0
"x[1,40,g4dn.xlarge,us-east-1,4]",1.0
"x[1,40,g4dn.xlarge,us-east-1,5]",1.0
"x[1,40,g4dn.xlarge,us-east-1,6]",1.0
"x[1,41,g4dn.xlarge,ap-northeast-3,1]",1.0
"x[1,41,g4dn.xlarge,ap-northeast-3,2]",1.0
"x[1,41,g4dn.xlarge,ap-northeast-3,3]",1.0
"x[1,41,g4dn.xlarge,ap-northeast-3,4]",1.0
"x[1,42,g4dn.xlarge,us-east-1,1]",1.0
"x[1,43,g4dn.xlarge,ap-south-1,1]",1.0
"x[1,43,g4dn.xlarge,ap-south-1,2]",1.0
"x[1,43,g4dn.xlarge,ap-south-1,3]",1.0
"x[1,43,g4dn.xlarge,ap-south-1,4]",1.0
"x[1,43,g4dn.xlarge,ap-south-1,5]",1.0
"x[1,44,g4dn.xlarge,ap-south-1,1]",1.0
"x[1,44,g4dn.xlarge,ap-south-1,2]",1.0
"x[1,44,g4dn.xlarge,ap-south-1,3]",1.0
"x[1,44,g4dn.xlarge,ap-south-1,4]",1.0
"x[1,44,g4dn.xlarge,ap-south-1,5]",1.0
"x[1,45,g4dn.xlarge,us-west-1,1]",1.0
"x[1,45,g4dn.xlarge,us-west-1,2]",1.0
"x[1,45,g4dn.xlarge,us-west-1,3]",1.0
"x[1,45,g4dn.xlarge,us-west-1,4]",1.0
"x[1,45,g4dn.xlarge,us-west-1,5]",1.0
"x[1,46,g4dn.xlarge,eu-west-2,1]",1.0
"x[1,46,g4dn.xlarge,eu-west-2,2]",1.0
"x[1,46,g4dn.xlarge,eu-west-2,3]",1.0
"x[1,47,g4dn.xlarge,us-west-1,1]",1.0
"x[1,47,g4dn.xlarge,us-west-1,2]",1.0
"x[1,47,g4dn.xlarge,us-west-1,3]",1.0
"x[1,47,g4dn.xlarge,us-west-1,4]",1.0
"x[1,47,g4dn.xlarge,us-west-1,5]",1.0
"x[1,48,g4dn.xlarge,ap-south-1,1]",1.0
"x[1,49,g4dn.xlarge,us-west-1,1]",1.0
"x[1,49,g4dn.xlarge,us-west-1,2]",1.0
"x[1,49,g4dn.xlarge,us-west-1,3]",1.0
"x[1,50,g4dn.xlarge,eu-south-1,1]",1.0
"d[2,eu-south-1]",8.0
"d[3,eu-south-1]",5.0
"d[6,eu-south-1]",7.0
"d[10,eu-south-1]",2.0
"d[13,eu-south-1]",1.0
"d[15,eu-south-1]",35.0
"d[16,eu-south-1]",1.0
"d[18,eu-south-1]",4.0
"d[20,eu-south-1]",20.0
"d[21,eu-south-1]",1.0
"d[28,eu-south-1]",21.0
"d[30,eu-south-1]",1.0
"d[38,eu-south-1]",25.0
"d[46,eu-south-1]",1.0
"d[49,eu-south-1]",1.0
"d[50,eu-south-1]",5.0
"d[1,eu-west-2]",4.0
"d[10,eu-west-2]",19.0
"d[13,eu-west-2]",1.0
"d[15,eu-west-2]",3.0
"d[16,eu-west-2]",1.0
"d[18,eu-west-2]",29.0
"d[20,eu-west-2]",1.0
"d[21,eu-west-2]",9.0
"d[25,eu-west-2]",1.0
"d[28,eu-west-2]",1.0
"d[38,eu-west-2]",2.0
"d[46,eu-west-2]",12.0
"d[49,eu-west-2]",1.0
"d[8,us-east-1]",1.0
"d[9,us-east-1]",2.0
"d[13,us-east-1]",21.0
"d[14,us-east-1]",7.0
"d[16,us-east-1]",22.0
"d[18,us-east-1]",1.0
"d[23,us-east-1]",13.0
"d[25,us-east-1]",19.0
"d[32,us-east-1]",1.0
"d[33,us-east-1]",1.0
"d[36,us-east-1]",11.0
"d[40,us-east-1]",5.0
"d[42,us-east-1]",11.0
"d[47,us-east-1]",1.0
"d[49,us-east-1]",22.0
"d[8,us-west-1]",25.0
"d[13,us-west-1]",1.0
"d[16,us-west-1]",1.0
"d[23,us-west-1]",1.0
"d[25,us-west-1]",1.0
"d[29,us-west-1]",18.0
"d[32,us-west-1]",25.0
"d[33,us-west-1]",35.0
"d[37,us-west-1]",9.0
"d[45,us-west-1]",4.0
"d[47,us-west-1]",31.0
"d[49,us-west-1]",1.0
"d[7,ap-northeast-3]",24.0
"d[11,ap-northeast-3]",8.0
"d[12,ap-northeast-3]",19.0
"d[19,ap-northeast-3]",15.0
"d[22,ap-northeast-3]",17.0
"d[33,ap-northeast-3]",1.0
"d[34,ap-northeast-3]",39.0
"d[41,ap-northeast-3]",4.0
"d[4,ap-south-1]",30.0
"d[5,ap-south-1]",19.0
"d[17,ap-south-1]",9.0
"d[24,ap-south-1]",14.0
"d[26,ap-south-1]",19.0
"d[27,ap-south-1]",14.0
"d[30,ap-south-1]",34.0
"d[31,ap-south-1]",28.0
"d[35,ap-south-1]",17.0
"d[39,ap-south-1]",33.0
"d[43,ap-south-1]",26.0
"d[44,ap-south-1]",9.0
"d[48,ap-south-1]",10.0
L[1],17.0
L[2],22.0
L[3],13.0
L[4],97.0
L[5],64.0
L[6],20.0
L[7],56.0
L[8],82.0
L[9],15.0
L[10],76.0
L[11],20.0
L[12],46.0
L[13],113.0
L[14],39.0
L[15],92.0
L[16],116.0
L[17],30.0
L[18],115.0
L[19],36.0
L[20],52.0
L[21],36.0
L[22],41.0
L[23],71.0
L[24],47.0
L[25],100.0
L[26],62.0
L[27],46.0
L[28],55.0
L[29],59.0
L[30],113.0
L[31],93.0
L[32],84.0
L[33],114.0
L[34],91.0
L[35],58.0
L[36],61.0
L[37],30.0
L[38],65.0
L[39],107.0
L[40],28.0
L[41],11.0
L[42],61.0
L[43],84.0
L[44],30.0
L[45],14.0
L[46],49.0
L[47],101.0
L[48],35.0
L[49],116.0
L[50],13.0
